4869;4870
5208;5210
5218;7747
5218;5502
5227;5248
5227;5249
5227;5250
5370;5385
5452;5454
5470;11680
5470;11573
5547;5548
5641;5642
5641;5639
5729;5730
5891;5894
5891;5893
5891;6763
5981;5986
5981;6840
6034;11558
6041;6042
6046;6047
6144;6210
6144;11172
6144;5585
6144;6057
6173;6176
6173;6174
6173;5321
6265;6266
6272;6281
6286;7647
6473;6762
6477;5823
6566;6579
6566;6575
6626;6628
6627;6629
6772;6774
6786;5842
6953;6955
6953;11560
6961;4963
6998;11562
7063;7160
7072;7074
7142;7144
7142;11676
7203;6764
7368;7359
7404;7136
7581;7589
7721;5666
7738;7096
7738;6635
7862;7865
7964;5290
7978;5377
7978;11567
11156;5721
11156;4929
11156;7940
11156;5795
11156;11590
11156;11621
11207;4964
11207;7090
11207;7099
11209;7448
11213;11642
11213;11199
11234;6242
11234;6241
11240;5009
11240;5010
11240;11506
11261;5732
11261;6995
11385;11679
11391;5221
11495;7463
11596;6026
11596;6028
11596;6335
11607;6627
11607;6626
11609;6907
11609;6909
11610;7717
11610;7718
11657;5379
11670;11201
5370;5373
11156;11683
11261;11706
11303;5318
5891;5137
11289;7372
5062;7715
5062;7714
11960;7140
11960;11962
6477;11991
6477;6506
6506;6830
6457;12079
5048;12097
