6154;4859
11188;4866
7957;4878
7958;4878
6234;4889
11501;4943
7126;4945
4946;4947
4949;4947
5570;4948
4962;4961
7083;4964
7161;4966
7820;4972
11194;4972
11246;4980
6652;4992
11757;4992
11248;4995
4994;5007
11343;5023
5033;5036
5028;5043
11250;5048
6655;5057
11765;5057
11510;5059
7710;5062
11810;5067
5066;5068
6305;5073
7481;5073
7748;5073
11817;5081
5084;5085
5090;5110
5129;5111
11259;5120
5898;5137
7058;5167
5173;5172
5175;5172
5180;5172
7343;5172
5979;5181
7445;5184
11192;5196
5229;5227
5230;5227
5234;5227
5237;5227
5444;5231
11254;5251
7132;5253
11256;5258
11260;5313
6359;5317
11176;5319
6177;5321
5322;5323
7005;5325
5334;5330
5346;5345
6595;5345
5353;5351
5354;5351
5355;5351
11797;5351
7977;5359
5362;5360
11369;5360
5376;5368
5381;5370
5378;5379
11566;5379
5371;5383
11266;5386
5390;5389
5391;5389
6662;5389
6667;5389
11270;5401
5411;5410
6231;5427
6232;5427
11825;5427
6200;5428
5431;5432
5335;5433
5447;5446
5449;5450
5164;5456
11837;5457
5468;5465
11238;5470
5472;5471
5501;5503
5504;5505
5515;5517
5534;5530
11852;5530
5524;5531
11853;5531
5532;5533
11855;5533
11718;5535
5525;5536
6765;5536
5526;5538
5549;5547
5545;5548
11278;5551
5569;5567
11170;5567
7275;5572
11282;5583
5586;5606
11777;5606
5587;5607
5753;5626
11284;5626
5633;5630
5026;5634
5042;5634
5635;5634
5637;5638
11798;5638
11286;5655
4944;5659
5669;5666
5797;5666
6353;5672
7148;5673
11290;5679
7094;5683
7106;5683
5710;5706
5711;5706
11826;5706
5709;5708
5935;5714
5718;5715
6043;5715
11701;5721
5733;5732
11838;5737
5734;5742
11809;5742
5866;5757
5867;5758
6183;5763
6202;5764
6331;5766
6994;5777
7282;5779
5783;5784
6788;5784
6791;5784
11294;5801
5827;5828
6243;5840
11296;5840
11298;5863
5205;5880
5879;5880
11747;5892
5896;5893
5920;5912
5900;5913
5902;5913
5925;5914
7032;5914
5926;5915
7031;5915
11854;5915
11942;5932
5969;5964
4906;5978
11493;5978
11763;5984
5990;5991
6033;6034
11302;6036
6037;6038
6045;6044
6053;6046
6077;6076
6089;6078
11849;6083
6100;6106
11778;6106
6101;6107
11792;6107
6096;6111
11856;6124
11308;6128
11756;6147
11732;6149
11748;6152
6172;6173
11574;6214
6420;6215
6421;6215
7741;6215
6203;6222
6224;6222
11312;6235
6244;6241
6246;6242
6258;6249
12000;6249
6259;6260
11314;6261
6267;6266
11316;6272
6226;6277
6275;6277
6278;6277
11310;6277
7646;6280
6282;6281
11318;6287
11389;6292
6294;6295
6322;6323
6678;6324
11320;6325
5767;6348
5796;6348
11322;6367
11326;6382
11949;6384
5919;6413
7469;6413
7476;6413
7701;6413
7706;6413
7973;6413
7976;6413
6419;6416
11840;6418
6424;6423
11332;6425
7903;6430
7902;6431
6436;6433
5770;6464
11334;6464
6474;6473
11522;6476
6479;6477
6486;6488
5223;6492
11338;6499
11717;6510
5104;6525
5109;6525
11597;6536
11834;6536
11344;6540
11346;6545
11479;6562
11658;6562
11350;6580
6620;6621
6624;6626
6625;6627
6639;6638
11749;6638
4991;6651
5056;6654
5070;6656
7534;6656
5336;6659
5344;6660
5445;6666
6073;6671
6185;6672
6187;6672
6541;6694
11822;6700
6737;6704
11630;6704
7023;6720
7024;6721
6726;6725
7541;6732
6741;6733
11442;6733
6742;6734
11443;6734
6358;6769
6770;6769
6779;6778
11774;6778
6784;6781
6793;6792
11781;6792
6797;6799
6798;6799
7777;6799
7778;6799
6811;6808
6805;6813
7785;6814
6817;6818
6795;6820
7590;6820
7591;6820
7786;6820
7855;6831
7124;6834
7740;6834
7123;6839
11356;6897
7432;6917
7098;6921
7117;6921
6914;6926
6929;6930
5773;6932
6931;6932
11358;6932
4926;6933
5774;6933
6935;6933
6944;6945
6939;6946
11666;6952
6956;6955
7729;6962
11742;6962
11469;6963
11750;6963
