5511;Herbatniki z cukrem
5512;Herbatniki z nadzieniem czekoladowym
5513;Herbatniki z nadzieniem owocowym
5514;Hochland light
5515;Homar
5517;Homary
5519;Imbir
11309;Indyk
5528;Indyk - białe mięso ze skórą
5530;Indyk - mięso z piersi bez skóry
11730;Indyk - mięso z podudzia
5531;Indyk - mięso z podudzia ze skórą
5532;Indyk - mięso z udśca ze skórą
5533;Indyk - mięso z udźca ze skórą
11551;Indyk - piersi
5534;Indyk - piersi bez skóry
5535;Indyk - skrzydło
5536;Indyk - skrzydło bez skóry
5520;Indyk - tuszka
5538;Indyk - udo bez skóry
5521;Indyk pieczony
5522;Indyk pierś
5523;Indyk pierś bez skóry
5524;Indyk podudzie ze skórą
5525;Indyk skrzydło bez skóry
5526;Indyk udo bez skóry
5527;Indyk udziec ze skórą
5545;Jabłka suszone
5547;Jabłko
5548;Jabłko suszone
5549;Jabłko świeże
5550;Jagnięcina
11278;Jagoda
5551;Jagody
5552;Jagody - dżem niskosłodzony
11170;Jaja
11476;Jaja gęsie
11475;Jaja kacze
5558;Jaja kurze
5560;Jaja przepiórcze
5561;Jaja sadzone
11474;Jaja strusie
5567;Jajko
11167;Jajko kurze
5569;Jajo
5573;Jajo - 1 szt
5574;Jajo - żółtko
5570;Jajo kurze - białko
5571;Jajo kurze - całe
5572;Jajo kurze - żółtko
5575;Jałowcówka
11901;Jałowiec
5577;Jarmuż
11478;Jarzyny
5580;Jarzyny mrożone
7902;Jasne piwo
11282;Jeżyna
5583;Jeżyny
5585;Jogurt
5587;Jogurt 2 - 5%
5586;Jogurt 2%
11435;Jogurt ananasowy
5590;Jogurt bananowy
11754;Jogurt bananowy 1.5% tłuszczu
11437;Jogurt brzoskwiniowy
5593;Jogurt danone naturalny
5595;Jogurt do picia
5596;Jogurt do picia danonki
12076;Jogurt grecki
11431;Jogurt gruszkowy
5597;Jogurt jagodowy
11762;Jogurt jagodowy 1.5% tłuszczu
11235;Jogurt jogobella
5599;Jogurt jogobella z musli
5600;Jogurt jovi sport line
11432;Jogurt malinowy
5602;Jogurt milko żurawinowy pitny
5603;Jogurt morelowy
11770;Jogurt morelowy 1.5% tłuszczu
5604;Jogurt naturalny
5605;Jogurt naturalny 0%
5607;Jogurt naturalny 2 - 5%
5606;Jogurt naturalny 2%
11777;Jogurt naturalny 2% tłuszczu
5608;Jogurt naturalny bez cukru
11229;Jogurt naturalny z dodatkami
11434;Jogurt o smaku owoców leśnych
5611;Jogurt odtłuszczony
5612;Jogurt orzechowy onken
11233;Jogurt owocowy
5613;Jogurt owocowy 1 - 5%
5614;Jogurt owocowy 2 - 1%
5615;Jogurt owocowy 2 - 7%
11577;Jogurt pianka
11436;Jogurt poziomkowy
5616;Jogurt śmietanowy
5617;Jogurt tesco 0%
5618;Jogurt truskawkowy
11784;Jogurt truskawkowy 1.5% tłuszczu
5619;Jogurt twist owocowy
12078;Jogurt typu greckiego
11433;Jogurt waniliowy
5620;Jogurt wiśniowy
11791;Jogurt wiśniowy 1.5% tłuszczu
5621;Jogurt z kawałkami owoców
5622;Jogurt z kawałkami owoców danone
11237;Jogurt zott
5623;Jogurt-pianka
5624;Kabaczek
11284;Kabanos
5626;Kabanosy
5627;Kabanosy z kurczaka
7972;Kaczka
5631;Kaczka - mięso z piersi
5632;Kaczka - mięso z udka
5633;Kaczka - tuszka
5628;Kaczka dzika tuszka
5629;Kaczka faszerowana
5630;Kaczka tuszka
5634;Kajzerka
5635;Kajzerki
5641;Kakao
5637;Kakao 16%
11798;Kakao 16% - proszek
5638;Kakao 16% proszek
5639;Kakao na mleku
7753;Kakao w proszku
5642;Kakao z mlekiem 2%
5643;Kaki
5644;Kalafior
5646;Kalafior mrożony
5647;Kalafior surowy
5649;Kalafior z wody
5653;Kalarepa
5654;Kalarepa surowa
11286;Kalmar
5655;Kalmary
5656;Kama
5657;Kapary
7721;Kapusta
5659;Kapusta biała
7856;Kapusta cukrowa
5664;Kapusta czerwona
5666;Kapusta kiszona
5669;Kapusta kwaszona
5671;Kapusta młoda
5672;Kapusta pekińska
12005;Kapusta sitowata
11582;Kapusta słodka
5673;Kapusta włoska
11581;Kapusty chińskie
7858;Kapusty chińskiej
7860;Kapusty słodkiej
11290;Karczoch
5679;Karczochy
5680;Kardamon
5681;Kargulena
11212;Karkówka
5683;Karkówka wieprzowa
11275;Karmazyn
5689;Karp
11292;Kartofel
5697;Kartofle
5698;Kasia
11405;Kasza
5700;Kasza gryczana
5703;Kasza gryczana prażona cała
5705;Kasza jaglana
5706;Kasza jęczmienna
11826;Kasza jęczmienna - pęczak
5708;Kasza jęczmienna perłowa
5709;Kasza jęczmienna perłowa sucha
5710;Kasza jęczmienna pęczak
5711;Kasza jęczmienna pęczak sucha
5712;Kasza krakowska
5714;Kasza kuskus
5715;Kasza manna
5718;Kasza manna sucha
5719;Kasza perłowa na sypko
5720;Kasza z pszenicy kus kus sucha
5721;Kaszanka
5722;Kaszanka z kurczaka
5723;Kaszka bananowa bobovita
12037;Kasztany
5725;Kawa
5726;Kawa 3w1
5727;Kawa bez cukru
11510;Kawa cappuccino
5728;Kawa napar bez cukru
11952;Kawa rozpuszczalna
5729;Kawa z cukrem
5730;Kawa z cukrem i śmietaną
5731;Kawa z mlekiem
5732;Kawior
5733;Kawior prawdziwy
5734;Keczup
5735;Kefir
5736;Kefir 1 - 5%
5737;Kefir 2%
11838;Kefir 2% tłuszczu
5738;Kefir 3 - 1%
5739;Kefir bakoma
5742;Ketchup
5743;Ketchup heinz
5746;Kielbasa golonkowa
7673;Kiełbasa
7674;Kiełbasa biała
5747;Kiełbasa biała drobiowa
5748;Kiełbasa biała parzona
7675;Kiełbasa cienka
7676;Kiełbasa czosnkowa
5749;Kiełbasa delikatesowa z kurczaka
11175;Kiełbasa drobiowa
5750;Kiełbasa drobiowa chuda
5751;Kiełbasa husarska
7677;Kiełbasa jałowcowa
5752;Kiełbasa jałowcowa z kurczaka
5753;Kiełbasa kabanos
5754;Kiełbasa kanapkowa z kurczaka
5755;Kiełbasa knyszyńska
5756;Kiełbasa krakowska
5757;Kiełbasa krakowska parzona
5758;Kiełbasa krakowska sucha
5759;Kiełbasa litewska
5760;Kiełbasa mazurska z indyka
5761;Kiełbasa metka
5762;Kiełbasa mielona
5763;Kiełbasa mortadela
5764;Kiełbasa myśliwska
5765;Kiełbasa myśliwska sucha
5766;Kiełbasa parówkowa
5767;Kiełbasa pasztetowa
7678;Kiełbasa piwna
5768;Kiełbasa podlaska z kurczaka
5769;Kiełbasa podsuszana z kurczaka
5770;Kiełbasa podwawelska
5771;Kiełbasa salami
7679;Kiełbasa sardelowa
5772;Kiełbasa starowiejska
7680;Kiełbasa sucha
7681;Kiełbasa swojska
5773;Kiełbasa szynkowa
5774;Kiełbasa szynkowa z indyka
5775;Kiełbasa szynkowa z kurczaka
5776;Kiełbasa śląska
5777;Kiełbasa toruńska
7682;Kiełbasa wędzona
5778;Kiełbasa zwyczajna
5779;Kiełbasa żywiecka
11900;Kiełki
12042;Kiełki buraka
12045;Kiełki chińskiej róży
12047;Kiełki czerwonej kapusty
5780;Kiełki fasoli
5781;Kiełki fasoli - konserwa - odsączone
12048;Kiełki kopru
5782;Kiełki lucerny
12044;Kiełki pora
12049;Kiełki pszenicy
12046;Kiełki słonecznika
5783;Kiełki soi
5784;Kiełki sojowe
5785;Kiełki sojowe z puszki
12043;Kiełki zielonego groszku
5787;Kinder bueno - wafel
5791;Kisiel
11540;Kisiel brzoskwiniowy
11539;Kisiel cytrynowy
11544;Kisiel gruszkowy
11538;Kisiel morelowy
5792;Kisiel porzeczkowy
11543;Kisiel truskawkowy
5793;Kisiel waniliowy
11542;Kisiel wiśniowy
11541;Kisiel żurawinowy
11701;Kiszka
5794;Kiszka kaszana jęczmienna
5795;Kiszka krwista
5796;Kiszka pasztetowa
5797;Kiszona kapusta
5799;Kiwi
5800;Kiwi - dżem niskosłodzony
11294;Klementynka
5801;Klementynki
11846;Klopsiki mielone z mięsa mieszanego
5810;Kminek
11960;Kokos
5815;Kolendra
12026;Kolendra siewna
12027;Kolendra zielona
5823;Koncentrat pomidorowy
5824;Koncentrat pomidorowy 30%
5825;Koncentrat pomidorowy 40%
7663;Konfitura
7665;Konfitura borówkowa
7666;Konfitura brzoskwiniowa
7667;Konfitura malinowa
7668;Konfitura morelowa
7669;Konfitura pomarańczowa
7670;Konfitura truskawkowa
7671;Konfitura wiśniowa
11573;Konfitura z gruszki
7672;Konfitura z róży
7664;Konfitura żurawinowa
5826;Koniak
11299;Konina
5828;Konina - mięso bez kości
5827;Konina bez kości
5829;Konserwa luncheon meat
